ref,word,sourceid,synset_id,gloss,alternate_words
tuijbhycdf_hiya.mp4,brer,4,,,
yrnnvhz3ph_hiya.mp4,bretheren,55,,,
0bdotzby1e_hiya.mp4,brethren,4,107656042,(plural) the lay members of a male religious order,brethren
f8n9elnqsd_hiya.mp4,brevity,4,104780552,the attribute of being brief or fleeting,"brevity, briefness, transience"
jn7mcyfdq1_hiya.mp4,brew,4,107410915,drink made by steeping and boiling and fermenting rather than distilling,"brew, brewage"
yqo5gs2krc_hiya.mp4,brew,4,201616627,"prepare by brewing; ""people have been brewing beer for thousands of years""",brew
sw4hkiksif_hiya.mp4,brewer,4,109244789,the owner or manager of a brewery,brewer
b1qbamk8wa_hiya.mp4,breweries,4,102794215,a distillery where beer is brewed,brewery
xi6s8dnyv3_hiya.mp4,briar,4,111722007,a very prickly woody vine of the eastern United States growing in tangled masses having tough round stems with shiny leathery leaves and small greenish flowers followed by clusters of inedible shiny black berries,"briar, brier, bullbrier, catbrier, greenbrier, horse-brier, horse_brier, Smilax_rotundifolia"
x8uwe4xv95_hiya.mp4,bribe,4,202218101,"make illegal payments to in exchange for favors or influence; ""This judge can be bought""","bribe, buy, corrupt, grease_one's_palms"
ir0ghn8cgu_hiya.mp4,briber,4,109245035,someone who pays (or otherwise incites) you to commit a wrongful act,"briber, suborner"
d0yfem7hcl_hiya.mp4,bric-a-brac,4,102794659,miscellaneous curios,"bric-a-brac, knickknack, knickknackery, nicknack, whatnot"
arxmqhrjsk_hiya.mp4,brick,104,102794787,rectangular block of clay baked by the sun or in a kiln; used as a building or paving material,brick
lqy3ldvdzy_hiya.mp4,brickie,4,,,
lrurkw9otw_hiya.mp4,bricks and glitter,7,0,,100977509
qehfs14t2m_hiya.mp4,brickyard,4,102795427,a place where bricks are made and sold,"brickfield, brickyard"
souyghhzdc_hiya.mp4,bridal,4,100977159,archaic terms for a wedding or wedding feast,"bridal, espousal"
hmg1q9ss9o_hiya.mp4,bride,104,109245393,a woman who has recently been married,bride
xvauu20xkv_hiya.mp4,bridegroom,4,109495158,a man participant in his own marriage ceremony,"bridegroom, groom"
giioblfh3f_hiya.mp4,bridesmaid,4,109245619,an unmarried woman who attends the bride at a wedding,"bridesmaid, maid_of_honor"
ukh2rsocob_hiya.mp4,bridge,4,202545015,connect or reduce the distance between,"bridge, bridge_over"
psfk6zbou9_hiya.mp4,bridgeable,4,300277721,capable of being connected by a bridge or as if by a bridge,bridgeable
d65l1r6wbq_hiya.mp4,bridgehead,4,108157492,"an area in hostile territory that has been captured and is held awaiting further troops and supplies; ""an attempt to secure a bridgehead behind enemy lines""; ""the only foothold left for British troops in Europe was Gibraltar""","bridgehead, foothold"
yylqyd0kcy_hiya.mp4,brief,104,301394021,"of short duration or distance; ""a brief stay in the country""; ""in a little while""; ""it''s a little way away""","brief, little"
44xtxcydbr_hiya.mp4,briefing,78,106774470,"detailed instructions, as for a military operation",briefing
vfkhl7cbys_hiya.mp4,briefless,4,301685223,of lawyers or barristers; lacking clients,briefless
qgcirujheg_hiya.mp4,briefs,104,102798022,short tight-fitting underpants (trade name Jockey),"briefs, Jockey_shorts"
8kxwrphdha_hiya.mp4,brig,4,102798259,two-masted sailing vessel square-rigged on both masts,brig
yp4zaothec_hiya.mp4,brigade,4,107716380,army unit smaller than a division,brigade
hacvhefl2w_hiya.mp4,brigadier,4,109246297,a general officer ranking below a major general,"brigadier, brigadier_general"
rxyihljm8t_hiya.mp4,bright,104,300277970,"emitting or reflecting light readily or in large amounts; ""the sun was bright and hot""; ""a bright sunlit room""",bright
vs4dmuho3e_hiya.mp4,bright lights,76,,,
et82pmfkcp_hiya.mp4,brighten,4,200302983,"make lighter or brighter; ""The paint will brighten the room""","brighten, lighten, lighten_up"
38i7ncd8kc_hiya.mp4,brightener,4,,,
bwmloiwtu1_hiya.mp4,brighter,4,,,
vq52lasxhi_hiya.mp4,brillant,76,,,
jii2zi7icz_hiya.mp4,brilliant,9,302261495,"of surpassing excellence; ""a brilliant performance""; ""a superb actor""","brilliant, superb"
mnijuh5ves_hiya.mp4,brim,4,102799114,the top edge of a vessel,"brim, lip, rim"
41dkncyn6d_hiya.mp4,brimful,78,301038524,"filled to capacity; ""a brimful cup""; ""I am brimful of chowder""; ""a child brimming over with curiosity""; ""eyes brimming with tears""","brimful, brimfull, brimming"
bfsiik1y8u_hiya.mp4,brimless,4,302567654,"without a brim; ""a brimless hat""",brimless
hbrwunkp0k_hiya.mp4,brine,4,107459100,a strong solution of salt and water used for pickling,brine
wudktu6jss_hiya.mp4,bring,55,202257242,"bestow a quality on; ""Her presence lends a certain cachet to the company""; ""The music added a lot to the play""; ""She brings a special atmosphere to our meetings""; ""This adds a light note to the program""","add, bestow, bring, contribute, impart, lend"
lvp1snjzog_hiya.mp4,bring,103,202018551,"take something or somebody with oneself somewhere; ""Bring me the box from the other room""; ""Take these letters to the boss""; ""This brings me to the main point""","bring, convey, take"
t5ws00rjkv_hiya.mp4,bring about,4,201596269,"produce; ""The scientists set up a shockwave""","bring_about, effect, effectuate, set_up"
q0amwnnkyg_hiya.mp4,bring around,4,200079397,"provide a cure for, make healthy again; ""The treatment cured the boy''s acne""; ""The quack pretended to heal patients but never managed to""","bring_around, cure, heal"
mwbdb7mziu_hiya.mp4,bring back,4,202019189,bring back to the point of departure,"bring_back, return, take_back"
1lqegof2rh_hiya.mp4,bring back-memory,4,,,
yvuurbp6ml_hiya.mp4,bring home,4,200528499,"make understandable and clear; ""This brings home my point""",bring_home
a5ztcqtpup_hiya.mp4,bring home-focus,4,,,
kcr4btqzza_hiya.mp4,bring in,4,202223264,"earn on some commercial or business transaction; earn as salary or wages; ""How much do you make a month in your new job?""; ""She earns a lot in her new job""; ""this merger brought in lots of money""; ""He clears $5,000 each month""","bring_in, clear, earn, gain, make, pull_in, realise, realize, take_in"
4j8diq30j5_hiya.mp4,bring it,4,,,
dfbyjpgpui_hiya.mp4,bring it about,4,,,
8sohgptx9f_hiya.mp4,bring off,4,202447728,"be successful; achieve a goal; ""She succeeded in persuading us all""; ""I managed to carry the box upstairs""; ""She pulled it off, even though we never thought her capable of it""; ""The pianist negociated the difficult runs""","bring_off, carry_off, manage, negociate, pull_off"
l8sqecqmze_hiya.mp4,bring on,4,201597366,"cause to arise; ""induce a crisis""","bring_on, induce"
kiqhjq4rwj_hiya.mp4,bring up,4,200991188,"make reference to; ""His name was mentioned in connection with the invention""","advert, bring_up, cite, mention, name, refer"
lkbn3117ua_hiya.mp4,bring up,4,201916187,"raise from a lower to a higher position; ""Raise your hands""; ""Lift a load""","bring_up, elevate, get_up, lift, raise"
c7patwuk1v_hiya.mp4,bring up,4,202464643,"bring up; ""raise a family""; ""bring up children""","bring_up, nurture, parent, raise, rear"
odf8ewsm12_hiya.mp4,brinkmanship,4,106251030,the policy of pushing a dangerous situation to the brink of disaster (to the limits of safety),brinkmanship
7mhtbzpu9o_hiya.mp4,brisbane,73,108287991,capital and largest city of Queensland state; located in the southeastern corner of Queensland on the Pacific; settled by British as a penal colony; 3rd largest city in Australia,Brisbane
kzl8oqwce5_hiya.mp4,brisk,4,301309335,"imparting vitality and energy; ""the bracing mountain air""","bracing, brisk, energising, energizing, fresh, refreshful, refreshing, tonic"
ugymjxiaso_hiya.mp4,brisker,4,,,
wvy50hvtww_hiya.mp4,bristle,4,102799362,a stiff fiber (coarse hair or filament); natural or synthetic,bristle
darudqyrar_hiya.mp4,bristles,70,102799362,a stiff fiber (coarse hair or filament); natural or synthetic,bristle
jjleleh2qz_hiya.mp4,bristlier,4,,,
nw20ktl86b_hiya.mp4,brit,4,109088241,a native or inhabitant of Great Britain,"Brit, Britisher, Briton"
vtaxow8lzm_hiya.mp4,british,70,302867940,"of or relating to or characteristic of Great Britain or its people or culture; ""his wife is British""",British
hthjetlka3_hiya.mp4,britney spears,63,,,
izse96wune_hiya.mp4,brittle,4,107131598,caramelized sugar cooled in thin sheets,"brittle, toffee, toffy"
baxqwyww37_hiya.mp4,brittle-sound that is sharp and unpleasant,4,,,
50vmsaqyht_hiya.mp4,brittler,4,,,
tp1elqy8ha_hiya.mp4,brmm,4,,,
ed3vfpq6mt_hiya.mp4,bro,4,,,
m6y0awsx9o_hiya.mp4,broach,4,102803054,a decorative pin worn by women,"breastpin, broach, brooch"
8lyvvejfq9_hiya.mp4,broad,104,302469620,"having great (or a certain) extent from one side to the other; ""wide roads""; ""a wide necktie""; ""wide margins""; ""three feet wide""; ""a river two miles broad""; ""broad shoulders""; ""a broad river""","broad, wide"
a4zprct3fl_hiya.mp4,broad,4,109246420,"slang term for a woman; ""a broad is a woman who can throw a mean punch""",broad
tlbakkm437_hiya.mp4,broadband,4,302567862,"responding to or operating at a wide band of frequencies; ""a broadband antenna""","broadband, wideband"
sdo63dbqhl_hiya.mp4,broadcast,104,105872533,message that is transmitted by radio or television,broadcast
3x4nqwqjkn_hiya.mp4,broadcast,108,200936422,"cause to become widely known; ""spread information""; ""circulate a rumor""; ""broadcast the news""","broadcast, circularise, circularize, circulate, diffuse, disperse, disseminate, distribute, pass_around, propagate, spread"
jvkevk09jk_hiya.mp4,broadcast address,108,,,
ogee52dfq6_hiya.mp4,broadcaster,4,102799916,a mechanical device for scattering something (seed or fertilizer or sand etc.) in all directions,"broadcaster, spreader"
honlokt4i4_hiya.mp4,broadcloth,4,102800256,a closely woven silk or synthetic fabric with a narrow crosswise rib,broadcloth
oklnabbiyb_hiya.mp4,broader,4,,,
nunxamgod6_hiya.mp4,broadloom,4,102800762,a carpet woven on a wide loom to obviate the need for seams,broadloom
ryxviva3n1_hiya.mp4,broadminded,4,,,
ruby2mw9zb_hiya.mp4,broadsheet,4,106805596,"an advertisement (usually printed on a page or in a leaflet) intended for wide distribution; ""he mailed the circular to all subscribers""","bill, broadsheet, broadside, circular, flier, flyer, handbill, throwaway"
ywnjxxmiqu_hiya.mp4,broadsword,4,102801169,a sword with a broad blade and (usually) two cutting edges; used to cut rather than stab,broadsword
z9lrrcnu1g_hiya.mp4,broccoli,76,111130300,plant with dense clusters of tight green flower buds,"Brassica_oleracea_italica, broccoli"
pd9xd03gkt_hiya.mp4,brochure,104,106015486,a small book usually having a paper cover,"booklet, brochure, folder, leaflet, pamphlet"
j9aof8qsus_hiya.mp4,brogue,4,102801456,a thick and heavy shoe,"brogan, brogue, clodhopper, work_shoe"
thclase3k8_hiya.mp4,broil,4,100234589,cooking by direct exposure to radiant heat (as over a fire or under a grill),"broil, broiling, grilling"
uwxyol6rgv_hiya.mp4,broke,104,301959495,"lacking funds; ""`skint'' is a British slang term""","broke, bust, skint, stone-broke, stony-broke"
g1xkzhgamr_hiya.mp4,broke down,70,,,
b7lqrlt5k3_hiya.mp4,broke in,103,,,
1d3vcbkfdr_hiya.mp4,broke the bank,4,,,
41w4g3njck_hiya.mp4,broke up,4,,,
gmtaa7jdrm_hiya.mp4,broken,4,300287371,"physically and forcibly separated into pieces or cracked or split; or legally or emotionally destroyed; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken""; ""children from broken homes""; ""a broken marriage""; ""a broken heart""",broken
x1t1pwjcuu_hiya.mp4,brokenhearted,4,301318877,full of sorrow,"brokenhearted, heartbroken, heartsick"
wnrkpyk4ik_hiya.mp4,broker,4,109157132,a businessman who buys or sells for another in exchange for a commission,"agent, broker, factor"
unxsoqq3ll_hiya.mp4,brollies,4,103290113,colloquial terms for an umbrella,"brolly, gamp"
oahmbqp5xa_hiya.mp4,bromide,4,113942850,any of the salts of hydrobromic acid; used as a sedative,bromide
eehak5k17w_hiya.mp4,bronc,4,102294343,an unbroken or imperfectly broken mustang,"bronc, broncho, bronco"
cjtjvlc71y_hiya.mp4,bronchial,4,302804120,"relating to or associated with the bronchi; ""bronchial tubes""; ""bronchial pneumonia""",bronchial
itjbn54cfl_hiya.mp4,bronchitis,4,113340497,inflammation of the membranes lining the bronchial tubes,bronchitis
uhscfswxip_hiya.mp4,broncobuster,4,109254037,a person who breaks horses,"broncobuster, buster"
mzgnv7p1y0_hiya.mp4,bronze,4,113876396,an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin,bronze
98e8sbllp4_hiya.mp4,brooch,78,102803054,a decorative pin worn by women,"breastpin, broach, brooch"
4mxp3uu8l8_hiya.mp4,brood,4,201753029,be in a huff; be silent or sullen,"brood, grizzle, stew"
nngzltwv2v_hiya.mp4,broodmare,4,102291235,a female horse used for breeding,"broodmare, stud_mare"
aopn9vkmc1_hiya.mp4,brook,4,108655140,"a natural stream of water smaller than a river (and often a tributary of a river); ""the creek dried up every summer""","brook, creek"
mlseooo4ij_hiya.mp4,broom,104,102803349,a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle,broom
ldfmpjhpdu_hiya.mp4,broom,9,201353262,"sweep with a broom or as if with a broom; ""Sweep the crumbs off the table""; ""Sweep under the bed""","broom, sweep"
gvu5ctsybj_hiya.mp4,broth,4,107117568,"liquid in which meat and vegetables are simmered; used as a basis for e.g. soups or sauces; ""she made gravy with a base of beef stock""","broth, stock"
jkuga7rrqv_hiya.mp4,brother,106,109247310,"a male with the same parents as someone else; ""my brother still lives with our parents""","blood_brother, brother"
0uwdxq1pt6_hiya.mp4,brother in law,94,109248108,a brother by marriage,brother-in-law
ejuzjychdh_hiya.mp4,brother-in-law,4,109248108,a brother by marriage,brother-in-law
y1wufcwwri_hiya.mp4,brotherliness,4,,,
oyhmhzpijy_hiya.mp4,brought,55,,,
ytlvbbhukn_hiya.mp4,browbeat,4,201729825,"be bossy towards; ""Her big brother always bullied her when she was young""","ballyrag, boss_around, browbeat, bully, bullyrag, hector, push_around, strong-arm"
37s7qjs2dr_hiya.mp4,brown,88,300364479,of a color similar to that of wood or earth,"brown, brownish, dark-brown"
0qhwyzhmhg_hiya.mp4,brown sugar,104,107128439,unrefined or only partly refined sugar,brown_sugar
7l7kxhqalk_hiya.mp4,browner,4,,,
upjbljgesz_hiya.mp4,brownie,4,500000021,"a member of the junior branch of the Guide Association, for girls aged between about 7 and 10, wearing a brown uniform; ""for my birthday I want to join the Brownies""",brownie
0ck0fjmnqe_hiya.mp4,brownish,4,300364479,of a color similar to that of wood or earth,"brown, brownish, dark-brown"
0hx2pmbi6u_hiya.mp4,brownnose,76,,,
qbhxnfz672_hiya.mp4,brownout,108,113188338,darkness resulting from the extinction of lights (as in a city invisible to enemy aircraft),"blackout, brownout, dimout"
9mrjsfcql9_hiya.mp4,browse,104,201276280,"look around casually and randomly, without seeking anything in particular; ""browse a computer directory""; ""surf the internet or the world wide web""","browse, surf"
wcrtcaiqrf_hiya.mp4,browse,4,500000235,"scan through a text, websites, images, or a collection of data to gain an impression of the contents; ""he was browsing the web in search of a relevant news article"", ""browsing the TV guide produced no interesting options""",browse
nhmg87j9cl_hiya.mp4,browse,9,106190904,reading superficially or at random,"browse, browsing"
jdyu1xvu3t_hiya.mp4,browse the internet,4,500000235,"scan through a text, websites, images, or a collection of data to gain an impression of the contents; ""he was browsing the web in search of a relevant news article"", ""browsing the TV guide produced no interesting options""",browse
vgpi4iq3w2_hiya.mp4,browser,108,106167039,a program used to view HTML documents,"browser, web_browser"
esokvgaosr_hiya.mp4,bruise,4,201450495,"injure the underlying soft tissue of bone of; ""I bruised my knee""","bruise, contuse"
ne2tig3prm_hiya.mp4,bruit,4,201008700,"tell or spread rumors; ""It was rumored that the next president would be a woman""","bruit, rumor, rumour"
zku9jk58y8_hiya.mp4,brunch,4,107107327,combination breakfast and lunch; usually served in late morning,brunch
fwbn6gfjrp_hiya.mp4,brunet,4,109248593,a person with dark (brown) hair,"brunet, brunette"
er7ntgf5vc_hiya.mp4,brunt,4,104766813,"main force of a blow etc; ""bore the brunt of the attack""",brunt
df5mgaitpu_hiya.mp4,brush,104,201205997,"rub with a brush, or as if with a brush; ""Johnson brushed the hairs from his jacket""",brush
thffmqik4n_hiya.mp4,brush away,4,,,
wt7cyvd9wn_hiya.mp4,brush teeth,104,,,
vdw7grlt5d_hiya.mp4,brush your hair,,,,
fjrjv4pv2s_hiya.mp4,brush your teeth,,,,
5bk1afqw6z_hiya.mp4,brush your teeth question,,,,
auqajbylnf_hiya.mp4,brush-barely touch,4,,,
3mhfbhwiaf_hiya.mp4,brushing teeth,78,,,
mxpnb8hd7r_hiya.mp4,brushoff,4,,,
zrywwj8dzz_hiya.mp4,brushstroke,4,,,
ax1nmpc5w4_hiya.mp4,brushwork,4,105319444,an artist''s distinctive technique of applying paint with a brush,brushwork
ko6li2glok_hiya.mp4,brusk,4,300610724,"marked by rude or peremptory shortness; ""try to cultivate a less brusque manner""; ""a curt reply""; ""the salesgirl was very short with him""","brusk, brusque, curt, short"
6q0ztdr5px_hiya.mp4,brutal,4,301218045,"(of persons or their actions) able or disposed to inflict pain or suffering; ""a barbarous crime""; ""brutal beatings""; ""cruel tortures""; ""Stalin''s roughshod treatment of the kulaks""; ""a savage slap""; ""vicious kicks""","barbarous, brutal, cruel, fell, roughshod, savage, vicious"
9vbwvbra1e_hiya.mp4,brutal-weather,4,,,
envkjmxwqj_hiya.mp4,brute force,108,,,
rdxuzrkt43_hiya.mp4,bs,9,106287509,a bachelor''s degree in science,"Bachelor_of_Science, BS, SB"
mwb1zfz9zm_hiya.mp4,bubble,4,108655334,"a hollow globule of gas (e.g., air or carbon dioxide)",bubble
npx9yrpq8y_hiya.mp4,bubble in,70,,,
hrurdxcas7_hiya.mp4,bubblegum,4,,,
wy33mxdwcu_hiya.mp4,bubblier,4,,,
aceqdpjowh_hiya.mp4,"bubblier,perter,livelier,bubbliest,pertest,liveliest",4,,,
9wxp5its3i_hiya.mp4,buccaneer,4,109758225,someone who robs at sea or plunders the land from the sea without having a commission from any sovereign nation,"buccaneer, pirate, sea_robber, sea_rover"
ucqkmsjah5_hiya.mp4,buck,4,202456263,"to strive with determination; ""John is bucking for a promotion""",buck
r9nfiavcyg_hiya.mp4,buck up,4,201754034,gain courage,"buck_up, take_heart"
kdouurrbix_hiya.mp4,buckaroo,4,109335680,local names for a cowboy (`vaquero'' is used especially in southwestern and central Texas and `buckaroo'' is used especially in California),"buckaroo, buckeroo, vaquero"
47tvriplaa_hiya.mp4,buckboard,4,102806132,an open horse-drawn carriage with four wheels; has a seat attached to a flexible board between the two axles,buckboard
zlfjp0p8ab_hiya.mp4,bucket,4,102806296,a roughly cylindrical that is vessel open at the top,"bucket, pail"
rwaec9nsoc_hiya.mp4,bucketful,4,112989351,the quantity contained in a bucket,"bucket, bucketful"
gxqsggkfic_hiya.mp4,buckle,104,102806779,fastener that fastens together two ends of a belt or strap; often has loose prong,buckle
vu3dk3ypgf_hiya.mp4,buckskin,4,102294565,horse of a light yellowish dun color with dark mane and tail,buckskin
3ldoqqca1g_hiya.mp4,buckteeth,4,,,
eedgxi0wv8_hiya.mp4,bucolic,4,301982811,"used of idealized country life; ""a country life of arcadian contentment""; ""a pleasant bucolic scene""; ""charming in its pastoral setting""; ""rustic tranquility""","arcadian, bucolic, pastoral, rustic"
mexx37kmie_hiya.mp4,bud,4,110929913,a partially opened flower,bud
3woolhyl7b_hiya.mp4,buddhism,17,105860332,"the teaching of Buddha that life is permeated with suffering caused by desire, that suffering ceases when desire ceases, and that enlightenment obtained through right conduct and wisdom and meditation releases one from desire and suffering and rebirth",Buddhism
k8uawdvjgb_hiya.mp4,buddhist,17,109073349,one who follows the teachings of Buddha,Buddhist
qtulkkgfgf_hiya.mp4,budding,4,112681635,reproduction of some unicellular organisms (such as yeasts) by growth and specialization followed by the separation by constriction of a part of the parent,budding
alo2hgd5sp_hiya.mp4,budge,4,201839599,"move very slightly; ""He shifted in his seat""","agitate, budge, shift, stir"
lqjhhkqi87_hiya.mp4,budget,70,112662582,"a sum of money allocated for a particular purpose; ""the laboratory runs on a budget of a million a year""",budget
slterjiraw_hiya.mp4,budgie,4,101741194,small Australian parakeet usually light green with black and yellow markings in the wild but bred in many colors,"budgereegah, budgerigar, budgerygah, budgie, grass_parakeet, lovebird, Melopsittacus_undulatus, shell_parakeet"
cawcif9gam_hiya.mp4,buenos aires,73,108179148,capital and largest city of Argentina; located in eastern Argentina near Uruguay; Argentina''s chief port and industrial and cultural center,"Buenos_Aires, capital_of_Argentina"
qz59tvkrms_hiya.mp4,buff,4,104715185,a medium to dark tan color,"buff, caramel, caramel_brown, raw_sienna, yellowish_brown"
nvourqpxrw_hiya.mp4,buffalo,104,102320497,"any of several Old World animals resembling oxen including, e.g., water buffalo; Cape buffalo","buffalo, Old_World_buffalo"
mp1zfddubp_hiya.mp4,buffer,108,201533383,"protect from impact; ""cushion the blow""","buffer, cushion, soften"
3knybm6yor_hiya.mp4,buffer-computer memory,4,,,
2psj8ilucx_hiya.mp4,buffet,4,107108586,a meal set out on a buffet at which guests help themselves,buffet
aye2egmuws_hiya.mp4,buffoon,4,109297032,a rude or vulgar fool,"buffoon, clown"
yz3eir2umj_hiya.mp4,bug,104,102151066,general term for any insect or similar creeping or crawling invertebrate,bug
pfiwcvcgym_hiya.mp4,bug,106,201751079,"annoy persistently; ""The children teased the boy because of his stammer""","badger, beleaguer, bug, pester, tease"
w4doyhb5vz_hiya.mp4,bug,9,113643349,a fault or defect in a system or machine,"bug, glitch"
zjkvmiwte7_hiya.mp4,bug out,4,202022814,"bulge outward; ""His eyes popped""","bug_out, bulge, bulge_out, come_out, pop, pop_out, protrude"
nzxkg73ztx_hiya.mp4,buggies,4,102808780,a small lightweight carriage; drawn by a single horse,"buggy, roadster"
tetfawfguy_hiya.mp4,buggy,4,102808780,a small lightweight carriage; drawn by a single horse,"buggy, roadster"
amupnsszbc_hiya.mp4,buggy-full of insects,4,,,
kh2tpaqlnt_hiya.mp4,bugle,4,102809117,a brass instrument without valves; used for military calls and fanfares,bugle
11ef7dma2y_hiya.mp4,bugler,4,109248880,someone who plays a bugle,bugler
14cozgxgdx_hiya.mp4,bugproof,4,,,
i9g7ikr9zi_hiya.mp4,build,104,201607634,"make by combining materials and parts; ""this little pig made his house out of straw""; ""Some eccentric constructed an electric brassiere warmer""","build, construct, make"
emglsnnxia_hiya.mp4,build,4,500000175,"to grow the human body by means of weight training; ""weight trainers often alternate build and cut phases"", ""I want to build bigger biceps""",build
isoof7bc7y_hiya.mp4,build in,4,200454056,"make something an integral part of something else; ""we can build in a special clause to make the contract better for you""",build_in
4poq0seily_hiya.mp4,build on,4,202584011,"be based on; of theories and claims, for example; ""What''s this new evidence based on?""","build_on, build_upon, repose_on, rest_on"
ivvr4rdl4p_hiya.mp4,build up,4,201052697,"prepare oneself for a military confrontation; ""The U.S. is girding for a conflict in the Middle East""; ""troops are building up on the Iraqui border""","arm, build_up, fortify, gird"
guqqgmbfan_hiya.mp4,builder,4,114242473,a substance added to soaps or detergents to increase their cleansing action,"builder, detergent_builder"
6kamgt7oo7_hiya.mp4,building,103,102809375,"a structure that has a roof and walls and stands more or less permanently in one place; ""there was a three-story building on the corner""; ""it was an imposing edifice""","building, edifice"
fhw7rdkobs_hiya.mp4,building program,22,,,
mjqeimvy8b_hiya.mp4,buildup,4,100355687,"the act of building up an accumulation; ""I envied his rapid buildup of assets""; ""a military buildup in preparation for the invasion""",buildup
7h5bohh2vl_hiya.mp4,bulb,104,102811682,"a rounded part of a cylindrical instrument (usually at one end); ""the bulb of a syringe""",bulb
joe37hhqfx_hiya.mp4,bulb,4,103529233,electric lamp consisting of a glass bulb containing a wire filament (usually tungsten) that emits light when heated,"bulb, electric-light_bulb, electric_light, incandescent_lamp, lightbulb, light_bulb"
wwexsjhtrl_hiya.mp4,bulbous,4,301306412,curving outward,"bellied, bellying, bulbous, bulging, bulgy, protuberant"
ynr4rkohmy_hiya.mp4,bulgaria,4,108180170,a republic in the eastern part of the Balkan Peninsula in southeastern Europe,"Bulgaria, Republic_of_Bulgaria"
ewysiw0xva_hiya.mp4,bulge,4,113107402,something that bulges out or is protuberant or projects from a form,"bulge, bump, excrescence, extrusion, gibbosity, gibbousness, hump, jut, prominence, protrusion, protuberance"
vh69x85ex0_hiya.mp4,bulimia,4,113239409,pathologically insatiable hunger (especially when caused by brain lesions),bulimia
stbdku6j7h_hiya.mp4,bulk,4,104837205,"the property resulting from being or relating to the greater in number of two parts; the main part; ""the majority of his customers prefer it""; ""the bulk of the work is finished""","bulk, majority"
ecvpzzuuwm_hiya.mp4,bulkiness,4,104824804,an unwieldy largeness,"bulkiness, massiveness"
9nz3w7npoz_hiya.mp4,bulky item,9,,,
poryyuh5yg_hiya.mp4,bull,104,102315990,uncastrated adult male of domestic cattle,bull
2tzwj01vb3_hiya.mp4,bull session,4,106702395,an informal discussion (usually among men),bull_session
cvb0h9nvyo_hiya.mp4,bulldoze,4,201531854,flatten with or as if with a bulldozer,bulldoze
nloqcpzmww_hiya.mp4,bulldozer,104,102812363,large powerful tractor; a large blade in front flattens areas of ground,"bulldozer, dozer"
tvvpysvfuk_hiya.mp4,bullet,4,102812534,a projectile that is fired from a gun,bullet
oi7tw8pz2s_hiya.mp4,bullet point,9,500000037,"each of several items in a list, preceded by a bullet symbol for emphasis; ""use bullet points to remind you what to say""",bullet_point
l1qfvu9gci_hiya.mp4,bullet-headed,4,300262178,having a small round head,bullet-headed
wckzetumvl_hiya.mp4,bulletin,4,106271227,a brief report especially an official statement issued for immediate publication or broadcast,bulletin
b1okvo1mhf_hiya.mp4,bulletproof,4,300149294,"not penetrable by bullets; ""bulletproof glass""; ""bulletproof vest""",bulletproof
wlocj2o48t_hiya.mp4,bullfight,4,102813347,a Spanish or Portuguese or Latin American spectacle; a matador baits and (usually) kills a bull in an arena before many spectators,"bullfight, corrida"
qtftfmsfaz_hiya.mp4,bullfighter,4,109209228,someone who fights bulls,"bullfighter, toreador"
qd20oncbgd_hiya.mp4,bullfrog,4,101563126,largest North American frog; highly aquatic with a deep-pitched voice,"bullfrog, Rana_catesbeiana"
tungdxjl3f_hiya.mp4,bullied,4,300083750,frightened into submission or compliance,"browbeaten, bullied, cowed, hangdog, intimidated"
3k2wvj6wda_hiya.mp4,bullock,4,102315914,castrated bull,"bullock, steer"
mmlqsqwv8b_hiya.mp4,bulls eye,4,100176805,"in target shooting: a score made by hitting the center of the target; ""in repeated sets of five shots his numbers of bull''s-eyes varied""",bull's_eye
56wwx5fhip_hiya.mp4,bullseye,78,100176805,"in target shooting: a score made by hitting the center of the target; ""in repeated sets of five shots his numbers of bull''s-eyes varied""",bull's_eye
bdn7u6xi0u_hiya.mp4,bullshit,104,500000467,"an interjection used to express belief that another person is being dishonest; ""bullshit, I know you weren't there because I would have seen you""",bullshit
hmydokuhch_hiya.mp4,bullshit,4,106203195,"obscene words for unacceptable behavior; ""I put up with a lot of bullshit from that jerk""; ""what he said was mostly bull""","bull, bullshit, crap, dogshit, horseshit, Irish_bull, shit"
jmq9jrzl0b_hiya.mp4,bullshitter,4,,,
urmiyznb0q_hiya.mp4,bully,104,500000355,"to be intentionally cruel toward someone for personal pleasure, especially repeatedly; ""if he thinks he can bully me without repercussions, he has another think coming""; ""this school has a zero tolerance policy on bullying""",bully
qcwrbkd23w_hiya.mp4,bulwark,4,102791591,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away,"breakwater, bulwark, groin, groyne, jetty, mole, seawall"
mdwpd7lkkf_hiya.mp4,bum,4,302414970,"without merit; ""a sorry horse""; ""a sorry excuse""; ""a lazy no-count, good-for-nothing goldbrick""; ""the car was a no-good piece of junk""","crap, good-for-naught, good-for-nothing, junk, meritless, no-account, no-count, no-good, sorry"
a3ogy9yzie_hiya.mp4,bum,9,110023801,"a disreputable vagrant; ""a homeless tramp""; ""he tried to help the really down-and-out bums""","bum, hobo, tramp"
9fum3c23mo_hiya.mp4,bum (tramp),78,,,
